127.0.0.1 - - [05/Dec/2024:08:11:55 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:45 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733363985797&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:45 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733363985851&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733363985797&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/favourites?_dc=1733363985851&userId=MOSTADMIN&systemCode=MOST&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733363986244&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/list?_dc=1733363986244&systemCode=MOST&mode=leftmenu&page=1&start=0&limit=25 HTTP/1.1" 200 129348
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733363986624&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:46 +0700] "GET /MOST_PPSB_Web/rest/v1/basic/profile?_dc=1733363986624&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:49 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733363989698&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:08:59:49 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733363989698&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364004701&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364004702&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733364004705&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364004711&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:05 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364004701&code=MT&defaultCheck=Y&gridReference=refRehandleGrid&page=1&start=0&limit=25 HTTP/1.1" 200 1091
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:05 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364004702&code=MT&defaultCheck=Y&gridReference=refRehandleDataGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:05 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364004711&userId=MOSTADMIN&menuId=MPCT122&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:05 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/comboList?_dc=1733364004705&searchType=initComboList&screanNm=RHDL&page=1&start=0&limit=25 HTTP/1.1" 200 189088
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:11 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733364011440&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:11 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/list?_dc=1733364011440&table=&id=MOST.model.operation.SearchRehandlingParm-1&rhdlNo=&blNo=&vslCallId=&orgRefNo=&orgVslCallId=&orgBlSn=&orgCgNo=&cgNo=&nxVslCallId=&nxRefNo=&nxGrNo=&opeClassCd=&caTgNm=&pkgQty=0&wgt=0&msrmt=0&stsYn=&orgGrNo=&rhdlMode=&rhdlModeNm=&updDt=&rhdlPkgQty=0&rhdlWgt=0&rhdlMsrmt=0&balPkgQty=0&balWgt=0&balMsrmt=0&chk=&no=0&userId=&cgCoCd=&spCaCoCd=&cgCoNm=&spCaCoNm=&rhdlChk=&shuYn=&dmgYn=&jobNo=&blSn=&cgTpCd=&nxCgNo=&shipgNoteNo=&searchType=rhdlOp&jobGroup=&jobRhdlNo=&stat=&statNm=&fnlLoadYn=&fnlHoYn=&grNo=&rhdlGroupNo=&rhdlGroupYn=&linked=&whLocIds=&delvTpCd=&stRhdl=&endRhdl=&shiftDt=&shiftId=&items=&yardInDateFrom=06%2F09%2F2024&yardInDateTo=05%2F12%2F2024&authoType=&userType=I&ptnrCode=%20&masterBlNo=&bookingNo=&cmdtGrCd=&cmdtCd=&pkgNo=&shipgAgentCd=&sort=&page=1&start=0&limit=100 HTTP/1.1" 200 7614
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:12 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364012503&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:12 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364012503&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:23 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364023167&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:23 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364023167&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:23 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364023763&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:23 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364023763&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:35 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364035724&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:35 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364035724&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:36 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364036204&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:00:36 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364036204&vslCallId=ASHL&orgRefNo=SNASHL202411181&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:01 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364061208&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:01 +0700] "GET /MOST_PPSB_Web/rest/v1/rehandleGC/detailList?_dc=1733364061208&vslCallId=ASHL&orgRefNo=BLLVTS1&rhdlMode=&nxVslCallId=&nxRefNo=&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364112076&userId=MOSTADMIN&menuId=MPCMS002&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364112076&userId=MOSTADMIN&menuId=MPCMS002&page=1&start=0&limit=25 HTTP/1.1" 200 690
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112561&lcd=MT&mcd=CGTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364112564&code=MT&defaultCheck=Y&gridReference=refBLListGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112566&mcd=UOMWGT&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112569&lcd=MT&mcd=CGTP&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:52 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364112572&userId=MOSTADMIN&menuId=MPCMS002&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:53 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364112564&code=MT&defaultCheck=Y&gridReference=refBLListGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:53 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364112572&userId=MOSTADMIN&menuId=MPCMS002&page=1&start=0&limit=25 HTTP/1.1" 200 690
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:53 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112561&lcd=MT&mcd=CGTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38814
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:53 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112569&lcd=MT&mcd=CGTP&page=1&start=0&limit=25 HTTP/1.1" 200 38814
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:01:53 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364112566&mcd=UOMWGT&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:03 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364123682&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:03 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364123682&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364124082&code=MT&defaultCheck=Y&gridReference=refListOfDeliveryOrderGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364124083&code=MT&defaultCheck=Y&gridReference=refListOfSubDeliveryOrderGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364124085&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364124085&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364124082&code=MT&defaultCheck=Y&gridReference=refListOfDeliveryOrderGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:04 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364124083&code=MT&defaultCheck=Y&gridReference=refListOfSubDeliveryOrderGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:07 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364127706&userId=MOSTADMIN&menuId=MPDM102&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:07 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364127706&userId=MOSTADMIN&menuId=MPDM102&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364128037&code=MT&defaultCheck=Y&gridReference=refShippingNoteGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364128039&lcd=MT&mcd=DELVTP&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364128043&lcd=MT&mcd=CGTP&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364128045&userId=MOSTADMIN&menuId=MPDM102&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364128043&lcd=MT&mcd=CGTP&page=1&start=0&limit=25 HTTP/1.1" 200 38814
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364128045&userId=MOSTADMIN&menuId=MPDM102&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364128039&lcd=MT&mcd=DELVTP&page=1&start=0&limit=25 HTTP/1.1" 200 9963
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:08 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364128037&code=MT&defaultCheck=Y&gridReference=refShippingNoteGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:10 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364130863&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:10 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364130863&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:11 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364131745&userId=MOSTADMIN&menuId=MPDM104&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:11 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364131745&userId=MOSTADMIN&menuId=MPDM104&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:12 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364132091&code=MT&defaultCheck=Y&gridReference=refGoodsReceiptGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:12 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364132092&userId=MOSTADMIN&menuId=MPDM104&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:12 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364132092&userId=MOSTADMIN&menuId=MPDM104&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:12 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364132091&code=MT&defaultCheck=Y&gridReference=refGoodsReceiptGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:16 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364136699&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:16 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364136699&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:17 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364137274&userId=MOSTADMIN&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:17 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364137274&userId=MOSTADMIN&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364137998&code=MT&defaultCheck=Y&gridReference=refPermitCertificateUploadGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364138000&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364138015&userId=MOSTADMIN&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364138015&userId=MOSTADMIN&menuId=MPDM108&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364137998&code=MT&defaultCheck=Y&gridReference=refPermitCertificateUploadGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:18 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364138000&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:22 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364142078&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentOfROROGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:22 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364142078&code=MT&defaultCheck=Y&gridReference=refTruckAssignmentOfROROGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:26 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364146517&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:26 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364146517&userId=MOSTADMIN&menuId=MPDM107&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364147090&userId=MOSTADMIN&menuId=MPDM163&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "GET /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364147090&userId=MOSTADMIN&menuId=MPDM163&page=1&start=0&limit=25 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364147508&code=MT&defaultCheck=Y&gridReference=refConsolDeconsolidationGrid&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364147510&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364147513&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/consoldeconsolidation/cargoStatusCombo?_dc=1733364147516&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "OPTIONS /MOST_PPSB_Web/rest/v1/menu/authbutton?_dc=1733364147519&userId=MOSTADMIN&menuId=MPDM163&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364147513&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 10002
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "GET /MOST_PPSB_Web/rest/v1/combobox/codeMaster?_dc=1733364147510&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 22838
0:0:0:0:0:0:0:1 - - [05/Dec/2024:09:02:27 +0700] "GET /MOST_PPSB_Web/rest/v1/columnsetting/searchItems?_dc=1733364147508&code=MT&defaultCheck=Y&gridReference=refConsolDeconsolidationGrid&page=1&start=0&limit=25 HTTP/1.1" 200 345
